face,row,col,igm,smoothed_intensity
+X,206,183,0.5181864193146047,0.2092556614369545
+X,206,184,0.6625228271347857,0.11365927197886666
+X,207,120,1.0767892800099998,0.3240489747000819
+X,207,133,0.491919156928728,0.4562469998489407
+X,207,134,0.5273113308533709,0.37278656842767516
+X,207,147,0.8275194748908443,0.34492216481024235
+X,207,184,0.597177007704444,0.15321262664181218
+X,208,120,1.0601971529233243,0.3101754545706343
+X,208,133,0.5346857577904514,0.4632702947388128
+X,208,134,0.554031643673424,0.38130125457408454
+X,208,147,0.8548257620971967,0.372069829299728
+X,209,120,1.0667276139655784,0.3240824688263967
+X,209,147,0.8078015025665929,0.37923594692597346
+X,209,160,0.4754738472591431,0.22666508685384007
+X,209,185,0.493586841405149,0.1436501068731422
+X,210,120,1.0882799145025197,0.3498858295621599
+X,210,147,0.6250587028953447,0.38000584841752494
+X,210,185,0.5371593855055591,0.14653217414719502
+X,211,120,1.1133075609445515,0.3479123768534703
+X,211,148,0.6048587940887695,0.34234909586442935
+X,211,149,0.491042959379071,0.26602253418878197
+X,211,156,0.5069021414058237,0.2123111305373775
+X,211,185,0.577270754905419,0.14826742342611757
+X,212,120,1.137685197278994,0.34244817982615955
+X,212,148,0.5789962614574201,0.3810680684863002
+X,212,149,0.6755630075273911,0.27469138694996836
+X,212,156,0.599615949587343,0.22352150705029267
+X,212,185,0.5750530770877565,0.14796778610551253
+X,213,120,1.1681854748307168,0.3407711324475431
+X,213,148,0.5793357513704757,0.3786875734795511
+X,213,149,0.6993593980710727,0.2710551976973689
+X,213,156,0.6304434794010193,0.2252984572362329
+X,213,185,0.4874359758807691,0.14734799599732729
+X,214,120,1.1847289154749023,0.32532806548345133
+X,214,148,0.5857424613738101,0.35785362571996476
+X,214,149,0.5931341449966394,0.25797184863679473
+X,214,153,0.4888098710127699,0.22428909685745346
+X,214,156,0.6016055040750663,0.223417595968654
+X,215,120,1.153074146867485,0.3083744259981733
+X,215,148,0.6157652316891931,0.3447798308942646
+X,215,153,0.5170026866809229,0.22550535193323465
+X,215,156,0.5094141746863511,0.2190456331050803
+X,216,120,1.0777823965573614,0.2941546191417766
+X,216,148,0.672600484146802,0.3499412120781119
+X,216,153,0.5340762186905579,0.2202705516279905
+X,216,186,0.4910971052769058,0.12138868953340295
+X,217,120,1.0186512460799777,0.2911788900181886
+X,217,125,0.5798617448554783,0.3875750873868325
+X,217,148,0.6953576444711571,0.37199621441385805
+X,217,153,0.5002651907080895,0.21228647793488842
+X,217,161,0.49196163386084757,0.22956090889891198
+X,217,186,0.5308600607617581,0.12267908461163189
+X,218,120,1.0379078611332577,0.3110887081136409
+X,218,125,0.6368506949841998,0.37464842602550696
+X,218,148,0.6623391761197299,0.3815594190643866
+X,218,161,0.4788441082979584,0.22586544411311496
+X,218,186,0.5073462698180047,0.11947856734924055
+X,219,120,1.0907734141968906,0.3246223107974893
+X,219,123,0.5018104796802546,0.3448097505649648
+X,219,125,0.6524545313530319,0.3818627062104936
+X,219,148,0.6226221071078102,0.35815895230612016
+X,220,120,1.1086691498405106,0.31279603848811166
+X,220,123,0.47539240333047944,0.3597051310393639
+X,220,125,0.5743257391345227,0.38150639594429675
+X,220,137,0.49027101467207873,0.4001216928335741
+X,220,148,0.5515189517287766,0.33169800563856594
+X,220,157,0.512120334466016,0.21152051183515708
+X,221,120,1.0358792567129624,0.30516797567478016
+X,221,148,0.501260086001405,0.32148736903324265
+X,221,157,0.5906049776366883,0.22254832391577475
+X,222,120,0.9144844139592466,0.29073452897997915
+X,222,148,0.5119895901650803,0.31680201315280415
+X,222,157,0.5987955804585887,0.22231545198838015
+X,222,186,0.47804819368848744,0.1765466312599389
+X,223,120,0.7956425520121577,0.27333589710179
+X,223,148,0.5680264940856614,0.31423802909749166
+X,223,154,0.5355995173710438,0.2143576738192046
+X,223,157,0.5340641337513912,0.21770757869672275
+X,223,186,0.4742257902216768,0.170606578302697
+X,224,120,0.7456270205750496,0.27280946093477954
+X,224,148,0.6066523034882171,0.3174439856240386
+X,224,154,0.5338080321946173,0.22414389721151778
+X,225,120,0.7936210708519237,0.2946964898825357
+X,225,148,0.5660103428176084,0.3169568382172511
+X,225,154,0.5059600446876602,0.22978785716152494
+X,226,120,0.8665048579455374,0.3183029047036905
+X,226,154,0.5119547881667488,0.22687907454342926
+X,227,120,0.9412714919583931,0.3125326358009507
+X,227,154,0.5419571624959104,0.222419713675318
+X,228,120,0.9594337275849478,0.3074273262247848
+X,228,154,0.5151814622173527,0.2358899978998117
+X,229,120,0.8521887655602921,0.31965738401915955
+X,229,158,0.5325357623530794,0.21995310606028867
+X,229,196,0.5704998453278612,0.09043077709826287
+X,230,119,0.8863668352940826,0.2268059250854925
+X,230,149,0.49661108769172513,0.31597813538569575
+X,230,158,0.6023474898306732,0.23361552595912027
+X,230,196,0.6471569580400736,0.1550148917187837
+X,231,119,0.8296337334727798,0.2579437289372665
+X,231,149,0.5066884991902941,0.3238008447090833
+X,231,158,0.6020865359777603,0.2376256476093526
+X,231,196,0.5983168600289818,0.20374012871778446
+X,232,119,0.8983842123872117,0.2768095776817084
+X,232,149,0.509964271361362,0.3217328389692133
+X,232,158,0.5334144337316171,0.23425253849591365
+X,232,196,0.4821708989536256,0.2124485527778403
+X,233,119,0.9694528294525452,0.2827412823574367
+X,233,149,0.5133707034910975,0.31663436599277045
+X,233,155,0.4870525518482262,0.24374615023736515
+X,233,197,0.6049006735755299,0.14909486219471588
+X,234,119,1.0061947204292336,0.28483283203358734
+X,234,149,0.5231291936234349,0.31185176726756286
+X,234,155,0.6105891390030741,0.24658230273601286
+X,234,197,0.5949769593020331,0.17985238190314531
+X,235,119,1.0471540098816317,0.2843649005585449
+X,235,120,0.5123920550493726,0.3853774600936455
+X,235,149,0.5523512068881089,0.3080127254881963
+X,235,155,0.7157977707167961,0.2468396537263747
+X,235,197,0.5836524480111022,0.20593904605931587
+X,236,119,1.0945989072281628,0.2874693441972083
+X,236,120,0.5304751089379346,0.3955827033883913
+X,236,149,0.5767533648721199,0.30428187085420577
+X,236,155,0.7399237719541373,0.23698549834819072
+X,236,197,0.48803804480107427,0.2097425834816422
+X,237,119,1.1199558565581915,0.3073422185744758
+X,237,120,0.486832483563495,0.4134732614036609
+X,237,149,0.576754611247047,0.3027461177401863
+X,237,155,0.645919424225459,0.21789990192628167
+X,237,198,0.5757368496744174,0.1437300133322231
+X,238,119,1.1215903795897355,0.31245222069811524
+X,238,149,0.5729887874776654,0.29520060626719585
+X,238,159,0.518813824895138,0.2507066955844043
+X,238,198,0.5247375214107606,0.1701940664958319
+X,239,119,1.1313635200675467,0.3175907511887582
+X,239,149,0.5863016967021756,0.28447104267552775
+X,239,159,0.5264558597196717,0.23498052685548282
+X,239,198,0.487273484293646,0.19751518898574974
+X,240,119,1.132545546083487,0.3258908494944553
+X,240,135,0.524006594183805,0.3454319765602158
+X,240,137,0.48860773948423225,0.3022966016428811
+X,240,149,0.6342051964724417,0.28214575561210675
+X,241,119,1.0992841302828498,0.31132375867997586
+X,241,135,0.5050122222369765,0.28946314850968036
+X,241,149,0.6747276243368346,0.2878680553708772
+X,241,157,0.5099439741280009,0.17725574395339963
+X,241,199,0.5535523940354806,0.14622524425441924
+X,242,119,1.0430880916437577,0.29094234796776214
+X,242,135,0.5110480477734867,0.27891252523748716
+X,242,148,0.49881038281946316,0.3707191849128001
+X,242,149,0.6242164558875497,0.2928882823629989
+X,242,157,0.5596735517342795,0.18732179619657707
+X,242,199,0.500610588768602,0.17973907192056754
+X,243,119,1.0139774610121033,0.2837592528554535
+X,243,135,0.5743262207814188,0.3118312020795994
+X,243,137,0.4836680825019936,0.3116750105849015
+X,243,148,0.5083167952747787,0.36334846303374785
+X,243,156,0.5312825051072938,0.29440323010145397
+X,243,157,0.544661299822056,0.19297038855410872
+X,244,119,1.0046993051593818,0.29103249386568014
+X,244,156,0.6413561410946655,0.29246964289611216
+X,244,200,0.6917467877664005,0.17399175184241644
+X,245,119,0.981602121126268,0.30791688419815055
+X,245,156,0.7014755284839476,0.2771848762381777
+X,245,200,0.6386353337830422,0.1919710867856864
+X,246,119,0.9753460659551711,0.29784454829334966
+X,246,156,0.6499278007063654,0.2654344503317751
+X,246,200,0.5900679079116193,0.20419674884132982
+X,247,119,1.0022303260085723,0.28140001820030713
+X,247,150,0.4943459372855562,0.28849195931230154
+X,247,156,0.496658534136532,0.25154667321180985
+X,247,200,0.471220865444418,0.2056775327276476
+X,248,119,1.0438365872970414,0.2959143432384429
+X,248,127,0.6039930061659284,0.36062324072031393
+X,248,201,0.5606700590008898,0.14528234473131382
+X,249,119,1.0415084958592915,0.3048487518735712
+X,249,127,0.6551590843077548,0.3206962384181042
+X,249,201,0.5034063884722222,0.17625195633722834
+X,250,119,1.0248900019651872,0.2916655912698246
+X,251,119,0.9957898792630467,0.27671241805147023
+X,251,129,0.4900735249485235,0.33899114950136994
+X,251,202,0.6572512432373162,0.1643469533231073
+X,252,119,0.9419991854363527,0.27375477199299614
+X,252,126,0.5735624121978263,0.3469664569801321
+X,252,137,0.493213721901824,0.34413195051011497
+X,252,138,0.5578331038993368,0.3200742342938959
+X,252,139,0.5270444428794869,0.3048923284417387
+X,252,140,0.4762234711844199,0.31177172491599103
+X,252,141,0.48118804812179383,0.3149626912918691
+X,252,142,0.5033638816879347,0.32200330229870067
+X,252,143,0.4788434861249688,0.3343221027660207
+X,252,150,0.5193811342275816,0.29400996973742927
+X,252,202,0.5446892270466741,0.1737919992957678
+X,253,119,0.8684756386788952,0.2726255499617847
+X,253,124,0.57077285758647,0.37840084709321725
+X,253,125,0.8075340309472174,0.3493786991426297
+X,253,127,0.6093416543689085,0.2393931217816732
+X,253,128,0.6396574205641634,0.29039396246850036
+X,253,129,0.6345551858248313,0.3474605554040552
+X,253,130,0.6139965266475325,0.36613157614069325
+X,253,131,0.6075146180075137,0.3395968888364309
+X,253,132,0.6327757685543228,0.3277125949851124
+X,253,133,0.7081513680893594,0.33179624503288707
+X,253,134,0.7136748238017506,0.31407054826379815
+X,253,135,0.664675094319295,0.298239515485921
+X,253,136,0.6691969581034363,0.28958671845291095
+X,253,137,0.7138461355717943,0.2620311140726424
+X,253,138,0.7124560590650046,0.2299770464498891
+X,253,140,0.6847878956074537,0.2255079916256629
+X,253,142,0.6492522707357797,0.24787929599518865
+X,253,143,0.6454593567032109,0.2652817037383689
+X,253,144,0.7161079434120953,0.26846131130007206
+X,253,145,0.7936264993067401,0.2724752455575247
+X,253,146,0.7737120106258176,0.2878324799087645
+X,253,147,0.6377587677018901,0.2945547524413693
+X,253,148,0.5124118478351577,0.288763497906117
+X,253,149,0.4683835863503798,0.30376414237214966
+X,253,150,0.6753765226207146,0.26211199882995234
+X,253,153,0.47309635917144177,0.2625304984105412
+X,253,202,0.4695714891371777,0.1704347445686128
+X,254,119,0.9070562074911233,0.2191566198462619
+X,254,120,0.8556327957399863,0.27234792312356854
+X,254,121,0.8903192793632583,0.27567248172064895
+X,254,122,0.9240487196940761,0.2727928624921703
+X,254,123,0.9891366740529002,0.2678048937946886
+X,254,124,1.054228643637453,0.2641154695083401
+X,254,125,1.067701452858586,0.2262395870477042
+X,254,127,0.7861735854192651,0.15102884124864813
+X,254,128,0.9085819172799492,0.1990590602548475
+X,254,129,1.0152723609011827,0.22987963631343594
+X,254,130,1.060520935612386,0.2367353594898334
+X,254,131,1.024471871012021,0.22675795888991887
+X,254,132,0.9857036442156816,0.21568609569468633
+X,254,133,0.9680309126898043,0.21390916552585235
+X,254,134,0.9226760980132457,0.2080673947286151
+X,254,135,0.869720816043352,0.20293779211243235
+X,254,136,0.8320476090692364,0.19349716009895462
+X,254,137,0.7762886249588374,0.1690337246224582
+X,254,138,0.6940104872457742,0.14734496781182452
+X,254,140,0.660363523005867,0.14142677061307535
+X,254,142,0.7241526190980193,0.16727757037793234
+X,254,143,0.765263729627973,0.17892055884428343
+X,254,144,0.8383303576197264,0.16327202748507724
+X,254,147,0.8865376609960782,0.19213745785294706
+X,254,148,0.8325037664061525,0.20802018094370997
+X,254,149,0.8063666765174731,0.2222785672492293
+X,254,150,0.8240935243663078,0.1850670406092954
+X,254,153,0.7294492277877969,0.18790297249874544
+X,254,154,0.6878334028567926,0.1934197471042998
+X,254,156,0.7279173923323963,0.21065492731641333
+X,254,157,0.7652557562305481,0.20010791718636228
+X,254,159,0.6766149962829737,0.14857429439283656
+X,254,161,0.7355148485084277,0.1911319603949637
+X,254,162,0.7245647131880851,0.22047513736773333
+X,254,163,0.6685336864089951,0.21182521332581727
+X,254,164,0.5633095201637811,0.18534106849112972
+X,254,165,0.5182432108883473,0.17111905283007847
+X,254,166,0.532462076454263,0.14131671031091841
+X,254,171,0.5039961755244542,0.1176677185011688
+X,254,173,0.5008302667031905,0.14116742959961448
+X,254,174,0.49021090992017197,0.16672918634994036
+X,254,175,0.5172788339868768,0.14463227566593895
+X,254,179,0.4682916038486477,0.11568383200330282
+X,254,184,0.5030447228361256,0.1244823546587412
+X,254,185,0.5205633636090623,0.12925037873096848
+X,254,199,0.5382970452947534,0.12513587999444437
+X,254,201,0.5005938084140178,0.1578454386685354
+X,254,202,0.5139543402368646,0.14073161397318737
-X,0,103,0.6666285549319149,0.28393434059865547
-X,0,112,0.5648610091451773,0.4356747048915959
-X,0,113,1.0527134121453146,0.5291753067593213
-X,0,114,1.1997785968423809,0.7160678402199772
-X,0,115,0.5916153816739101,0.8381249431075022
-X,0,118,0.5944615604916751,0.8106434677699867
-X,0,120,0.7187990404409026,0.782875098010414
-X,0,122,0.7381483064699631,0.8031482763529172
-X,0,124,1.9400439060282015,0.7025701259621446
-X,0,125,2.193530137787968,0.3622399789923409
-X,1,103,0.6730236632546237,0.2963138563250271
-X,1,113,0.8654175531811534,0.4884539241992849
-X,1,114,1.1430476203792486,0.6170991950032161
-X,1,115,1.067817185052484,0.7010225394787916
-X,1,116,1.017708115083471,0.7040258809719456
-X,1,117,0.9589668214175494,0.678676047189283
-X,1,118,1.1427748722824425,0.7019580331040771
-X,1,119,1.249285470177556,0.7155929954515874
-X,1,120,1.0826474999071771,0.6706472735842356
-X,1,121,0.8222284250838234,0.6399182904618348
-X,1,122,0.981925530779725,0.7332427623748609
-X,1,123,0.8615168953389073,0.7906237153146506
-X,1,124,1.5624278714787576,0.6503541337987866
-X,1,125,1.7303929648295189,0.40080842068626765
-X,1,126,1.3711933878582903,0.20504963629448947
-X,2,103,0.6615571825715927,0.30379364445506263
-X,2,113,0.5691927846984036,0.44307247136309647
-X,2,114,0.7238284755976647,0.516253168006233
-X,2,115,0.6437458730423256,0.5528414945505497
-X,2,116,0.752441233334829,0.5494296217830956
-X,2,117,0.8501362635835462,0.533192780948748
-X,2,118,0.9754452787216262,0.5244561715421955
-X,2,119,1.0459715528710285,0.5188466864910667
-X,2,120,0.9345583169330316,0.5177153126959028
-X,2,121,0.8867178755193074,0.5371934545714674
-X,2,122,1.0201369903177084,0.6068812614626005
-X,2,123,0.9882793215357691,0.6438922732260847
-X,2,124,1.0599225487610173,0.5617823721595803
-X,2,125,1.0296341819063926,0.43858770653901946
-X,2,126,1.1438354028235325,0.31631816048486155
-X,3,94,0.5581290973896953,0.22806330228807004
-X,3,103,0.6206376778310327,0.30893173434577537
-X,3,114,0.5918114762796133,0.4981288383633622
-X,3,126,0.7076354251023074,0.38419550338027014
-X,3,127,0.9511418373361491,0.29327479307593346
-X,3,128,0.9833790200368012,0.21422524721330224
-X,3,131,0.6696063972305139,0.14166968610338604
-X,4,94,0.5674136892271202,0.2577987986628224
-X,4,113,0.5510349401138922,0.4145865392042693
-X,4,114,0.969090891898115,0.5280828346018213
-X,4,115,0.8909050984967715,0.6406120908072684
-X,4,116,1.1222409709194785,0.6225379254075948
-X,4,117,1.262925448662043,0.5746115903010903
-X,4,118,1.2498051365989613,0.5529353981293167
-X,4,119,1.1072727498527513,0.49824139325376854
-X,4,121,0.6594975368574343,0.46907985007193453
-X,4,123,0.7523170578025676,0.5115534049816302
-X,4,125,0.5495433711616242,0.4319547437385808
-X,4,127,0.5930589446215453,0.36869013892957975
-X,4,128,0.712830307674252,0.3237323772548017
-X,4,129,0.8161523926291976,0.30811453956255236
-X,4,130,0.7847159312984245,0.2855174169474623
-X,4,131,0.660560272500005,0.22637675479200012
-X,5,94,0.5719751007733564,0.2667696437245372
-X,5,113,0.6799977336400326,0.41490182322008523
-X,5,114,1.316318582467839,0.5614434905024318
-X,5,115,1.16132341976243,0.7502412478600469
-X,5,116,1.1477465709712371,0.8083049714282624
-X,5,117,1.4172843170932363,0.7906028184428012
-X,5,118,1.5340546883956516,0.7720756042521276
-X,5,119,1.5757734299743948,0.7074363780375371
-X,5,120,1.3254723940736068,0.6116866393030959
-X,5,121,1.1050567902782715,0.5942951485879161
-X,5,122,1.2909086524069482,0.6716432403996315
-X,5,123,1.3457954642820495,0.7149698353671818
-X,5,124,1.3719919719059488,0.6382116335330654
-X,5,125,1.002078963232864,0.5061591661714049
-X,5,130,0.5896492155621985,0.34922659199085854
-X,5,131,0.795366072361199,0.24248105931262662
-X,5,132,0.6580805338085169,0.14112928359433957
-X,6,113,0.7417746994343798,0.4131354833784943
-X,6,114,1.5332772793895884,0.5746052034588224
-X,6,115,1.3615457609316657,0.8071846598426209
-X,6,116,0.7126197531286803,0.9257562098686074
-X,6,117,0.7119586590887518,0.9398466921105392
-X,6,118,0.8437286225199809,0.9297944965822103
-X,6,119,1.0759415981969267,0.8840140540840196
-X,6,120,1.0492891873752739,0.7686233215137567
-X,6,121,0.667943153923402,0.7031181664773016
-X,6,122,0.9335048502366102,0.8039859492507828
-X,6,123,0.7386734709510885,0.8795831289950957
-X,6,124,1.317210963556097,0.7752985811597337
-X,6,125,1.241698939958936,0.5686634205162315
-X,6,130,0.8618021214854481,0.3112498957179667
-X,7,113,0.7454434474453646,0.4078333097254768
-X,7,114,1.6192824253922151,0.5703195115049806
-X,7,115,1.5088300059372912,0.8157771980271566
-X,7,116,0.6232964506573387,0.9526834669004425
-X,7,119,0.6177290627553504,0.9393096968621077
-X,7,120,0.825710824116421,0.8253774561209507
-X,7,122,0.732650461423197,0.8325948615535728
-X,7,124,1.3529067479946943,0.8018950255481211
-X,7,125,1.3836912137050377,0.5730943742863847
-X,7,126,0.5495772433890184,0.44962883914707386
-X,7,130,0.9883967143078717,0.2851869559890714
-X,8,104,0.5970203334011099,0.2790947358883355
-X,8,113,0.7142450410090619,0.40150913801083843
-X,8,114,1.6364809519963226,0.5599743130838848
-X,8,115,1.5736395240513692,0.8104167089949
-X,8,116,0.6539688190738862,0.9528072216022024
-X,8,120,0.781104255055839,0.8401831896549277
-X,8,122,0.6954152640205484,0.8409337604312772
-X,8,124,1.3945860185714067,0.800621285200403
-X,8,125,1.4097014195650464,0.5693344435743359
-X,8,126,0.5582656716730672,0.44553038437284725
-X,8,130,1.0046622812721664,0.30385431438329735
-X,9,104,0.5828532133461398,0.26381737934893157
-X,9,113,0.671575869168249,0.3923793695566863
-X,9,114,1.6349816417547562,0.5445764518966887
-X,9,115,1.6064102624203132,0.8010628961011704
-X,9,116,0.6515280802937464,0.9490885189855967
-X,9,120,0.7329492354225885,0.8429717961265968
-X,9,122,0.6725312449764416,0.8447450474303112
-X,9,124,1.3943911612599535,0.8006393391042723
-X,9,125,1.3954679779965,0.5726245405114752
-X,9,126,0.5659940099709294,0.4533867736151158
-X,9,130,0.8490066233944227,0.33655483333647046
-X,9,131,1.058369484424486,0.20217386428128079
-X,10,113,0.6661850452317396,0.3915967738145762
-X,10,114,1.6244643321581496,0.5422007207156485
-X,10,115,1.5919238091699708,0.7993255101419966
-X,10,116,0.6063563020028984,0.946075341142056
-X,10,120,0.6857370404887062,0.8395009023262335
-X,10,122,0.6682450710480946,0.8439594240471269
-X,10,124,1.4090087638211506,0.8015473617112777
-X,10,125,1.4096469393517261,0.574838882009892
-X,10,126,0.5807100708964644,0.45585292862727084
-X,10,130,0.6452032111671699,0.34454594956550355
-X,10,131,0.8801214629194921,0.24683126633509173
-X,11,113,0.7069234103224039,0.4107099651303521
-X,11,114,1.5901915866020035,0.5642681058345268
-X,11,115,1.50387620260342,0.809678560174816
-X,11,120,0.6339438225403602,0.8364964869584747
-X,11,122,0.666178379229756,0.8440156642611454
-X,11,124,1.4553877764536558,0.7931109156328315
-X,11,125,1.4539950930862566,0.5521741409063863
-X,11,126,0.5727121435045421,0.424241531678659
-X,11,131,0.6930507876758208,0.23657300396825498
-X,12,113,0.7095513743983171,0.4269580610750728
-X,12,114,1.4877962721328626,0.5807381100877453
-X,12,115,1.3431153441525732,0.8069452744434915
-X,12,116,0.5989919346389775,0.921747872812579
-X,12,120,0.5818674545251042,0.8339539902110852
-X,12,122,0.6741185273798219,0.8441998047357961
-X,12,124,1.474997872860451,0.790039067425634
-X,12,125,1.469186769824382,0.5459871513690376
-X,12,131,0.6026519548538695,0.2377664591956526
-X,13,113,0.683261401292428,0.4188842386188651
-X,13,114,1.3395567845492418,0.5623610711035167
-X,13,115,1.2136551560809097,0.746577437242034
-X,13,116,0.9986102526555642,0.8203762601485536
-X,13,117,0.8575716971926276,0.8326329889215265
-X,13,118,0.6103224179203401,0.8344134572937233
-X,13,122,0.7058442054171072,0.838457686933658
-X,13,124,1.4468927589946414,0.7977563574889274
-X,13,125,1.47722162272888,0.5583378499485004
-X,13,126,0.5625404629382952,0.43159924578683695
-X,13,130,0.556325144993112,0.3412764776588031
-X,13,131,0.6090830554533502,0.25727892962548593
-X,14,113,0.6229331453825411,0.3801686731655708
-X,14,114,1.122671284652195,0.5084191825530364
-X,14,115,0.9947776249300322,0.6337813556455469
-X,14,117,1.0603484266352172,0.6954553837449512
-X,14,118,0.9298653349984064,0.7444490351602601
-X,14,119,0.6136971576116764,0.8210216642233229
-X,14,122,0.727928330766435,0.8288173464626151
-X,14,124,1.37706749189855,0.8000510036331315
-X,14,125,1.4472904429348714,0.5637893619959238
-X,14,126,0.6256183370763277,0.42282010126797204
-X,14,131,0.613303450552044,0.2833049391920415
-X,14,134,0.6938251257431624,0.22275858072236476
-X,15,114,0.7912772112942168,0.463838423958405
-X,15,115,0.5983892430816202,0.5462953480794731
-X,15,117,0.9404895385136102,0.5754896471389555
-X,15,118,1.1536060463771771,0.6268290781169152
-X,15,119,1.0546081946408976,0.7255444138833629
-X,15,120,0.6408192329183593,0.7521612204037571
-X,15,122,0.7999239236778147,0.8019091173673271
-X,15,123,0.6589094939395499,0.8755315219415292
-X,15,124,1.2748317558127886,0.7704973445983534
-X,15,125,1.241555101471942,0.5648153946286553
-X,15,126,0.5947071091980731,0.4438273068113663
-X,15,131,0.6088010167148942,0.303121532344174
-X,15,134,0.6975706812670501,0.2254963296559411
-X,16,117,0.6958223061792546,0.47293563048496057
-X,16,119,1.2450269169401325,0.5676403368502702
-X,16,120,0.8907926733437312,0.6488700414314162
-X,16,121,0.8078016051881173,0.6462513780769019
-X,16,122,1.119138764458584,0.6979212049746714
-X,16,123,1.3108082223967867,0.7278280574226306
-X,16,124,1.2480053187840723,0.6591138819643722
-X,16,125,0.9034641811374796,0.5291484266457164
-X,16,131,0.5922542113170686,0.3076776975542657
-X,17,119,0.9041906471782574,0.4446249982682673
-X,17,120,0.7229766609148431,0.5437250569546332
-X,17,121,0.7896430225748285,0.5533691582023271
-X,17,122,1.1456666947229341,0.5272498565568743
-X,17,124,0.9692762331744588,0.5004977404719175
-X,18,122,0.6829496447848488,0.40305796593420684
-X,18,133,0.6361844907824682,0.30346008318061124
-X,18,134,0.9271854665116696,0.23383943154660547
-X,19,134,0.9465120660560988,0.2877234643842408
-X,20,134,0.9901729139215643,0.2941520485199781
-X,21,105,0.5655740119739623,0.25976534412965785
-X,21,134,0.99780303551218,0.3081046096027992
-X,22,105,0.5668882411339183,0.26412326057328117
-X,22,134,0.9573774094434014,0.30670271803358146
-X,23,124,0.5568546233626297,0.4513520528437096
-X,23,125,0.7611949016326118,0.4258973886921654
-X,23,126,0.8733528665358093,0.4156789609172688
-X,23,127,0.9490640195069677,0.40015116805573736
-X,23,128,0.9518517427787793,0.39387167815293544
-X,23,129,0.8674524887143732,0.3769053526900956
-X,23,130,0.7843893255500844,0.3558351225388451
-X,23,131,0.8016295883826818,0.3511152644182172
-X,23,132,0.9349189045564107,0.3246983030232758
-X,23,134,1.0193076565988284,0.22351302133395723
-X,24,123,0.6525618976420275,0.43351701709050516
-X,24,124,1.0485776645318856,0.34291561552432415
-X,24,126,1.2490341814659511,0.2661853411514978
-X,24,129,1.1496113550655584,0.2272724733259725
-X,24,131,1.075940057962445,0.21721690896706974
-X,24,132,1.088620531052668,0.17860333204706774
-X,25,123,0.9951869520846687,0.37267394220822897
-X,26,122,0.7829338330726662,0.41061192426040005
-X,26,123,1.1287974783756651,0.302817644772567
-X,26,124,1.0457507610192913,0.1528489732544621
-X,27,121,0.6092883497834445,0.3887749577420371
-X,27,122,0.8356317003388738,0.32489449789134695
-X,28,117,0.6191583845115542,0.39345956482989025
-X,28,122,0.6815539522973839,0.2779367338745889
-X,28,123,0.7623451675871102,0.1788291094548661
-X,28,124,0.5629523135650034,0.0943464861630365
-X,29,118,0.5794571101428545,0.33253324466564593
-X,29,122,0.6164832219230361,0.26706438529645804
-X,29,123,0.6580590204297101,0.17493337333117878
-X,30,122,0.5757782674711016,0.2575111191210297
-X,32,124,0.5782621925693197,0.1820502636815641
-X,32,126,0.6538066183226507,0.12728312367820996
-X,33,106,0.5731311594420972,0.26109504584745746
-X,33,125,0.6096859713623174,0.24962509642118996
-X,33,126,0.7112999238012622,0.22391561646253264
-X,33,127,0.7737987213546358,0.1717074985022254
-X,33,128,0.6992337254577601,0.12503044856521334
-X,34,106,0.55578727850761,0.2518974004103509
-X,34,127,0.5719199193744716,0.2604611413621172
-X,34,128,0.6529315666378988,0.21817010585516614
-X,34,129,0.6442182557618579,0.15639149230248536
-X,35,101,0.587887379882007,0.21860806643653571
-X,35,129,0.6049203733828356,0.20042617107971808
-X,36,98,0.6017883531542992,0.2031150525749206
-X,36,101,0.626795939871787,0.2160508828286907
-X,37,98,0.6102064787787649,0.19604202990057648
-X,37,101,0.61253623871769,0.21347370340904062
-X,38,98,0.5826339479315066,0.19388834550383532
-X,38,101,0.5732202010105457,0.20294656055041427
-X,39,71,0.570449701371603,0.1494193286345128
-X,40,71,0.5531241404445588,0.15717571439816244
-X,41,117,0.5964170070763979,0.25510578156744923
-X,41,120,0.6048885269627129,0.2140425911745058
-X,42,116,0.5590085548148245,0.3209194232332152
-X,42,117,0.7845730625338668,0.2289045370273669
-X,42,121,0.6984584439856429,0.2309803328092721
-X,42,133,0.599301215087133,0.1258374474746941
-X,43,116,0.6124183247531785,0.30418606369376544
-X,43,117,0.8744249423691306,0.194961309664421
-X,43,121,0.6961578094518096,0.17136443344445443
-X,43,127,0.6223724511016155,0.19070798955275653
-X,43,128,0.6775462118117769,0.17063501424860889
-X,43,129,0.5943763115013799,0.15734997158854716
-X,44,99,0.5688872802594575,0.17585500296739442
-X,44,116,0.6264080549590367,0.30683821973541964
-X,44,117,0.9249099319568963,0.19501696493553694
-X,44,121,0.6058468780695877,0.10203375178852618
-X,45,99,0.6459141053921678,0.17362408355754558
-X,45,102,0.5521929036698761,0.1394126614166813
-X,45,116,0.5705320037283697,0.3295976662456713
-X,45,117,0.9623040947241895,0.22416795638232867
-X,46,99,0.6817670082612836,0.16809548531736268
-X,46,102,0.6909238156783686,0.1301345327099554
-X,46,103,0.5708544282227327,0.2346267621484576
-X,46,107,0.5664861236599326,0.27474720392609353
-X,46,117,0.9547889206666207,0.25553291154054053
-X,47,73,0.5568235012582945,0.17500818886732644
-X,47,99,0.6860449539904713,0.1648214454866637
-X,47,102,0.7338501774714369,0.12567637254642666
